the_geom,OBJECTID,X,Y,PLACEID,YEARPLACEID,CITY,STATE,CITYSTATE,YEAR,ASOFDATE,DOCKID,STATIONCT_BIN,DOCKNM,DOCKLESSCT,DOCKLESS_BIN,DOCKLESSNM,SCOOTERCT,SCOOTER_BIN,SCOOTERNM,TYPE,LAT,LON,GEOID,NOTESDOCK,NOTESDOCKLESS,NOTESSCOOTER,DATEDOCKEDLAUNCH,DATEDOCKEDEND,DATESCOOTERLAUNCH,DATESCOOTEREND,DATEDOCKLESSLAUNCH,DATEDOCKLESSEND,DOCKCT,DOCKCT_JUL,STATIONCT_PCT,DOCKNM_JUL,DOCKNM_CAMPUSONLY,DOCKLESSCT_JUL,DOCKLESSNM_JUL,DOCKLESSNM_CAMPUSONLY,SCOOTERCT_JUL,SCOOTERNM_JUL,SCOOTERNM_CAMPUSONLY
POINT (-92.851799999651 44.742600000054),114,-92.8518,44.7426,MN00131,2016MN00131,Hastings,MN,"Hastings, MN",2016,201612,66,2,Zagster Hastings,0,0,,0,0,,Docked only,44.7426,-92.8518,27037,,,,Jul-15 (Zagster Hastings),Jan-17 (Zagster Hastings),,,,,1,1,0.02048341,Zagster Hastings,,0,,,0,,
POINT (-117.396160000129 33.953299999943),912,-117.39616,33.9533,CA00241,2019CA00241,Riverside,CA,"Riverside, CA",2019,201912,,0,,1,1,Bikeriverside,0,0,,Dockless only,33.9533,-117.39616,06065,,,,,,,,Nov-18 (Bikeriverside),Oct-20 (Bikeriverside),0,0,,,,1,Bikeriverside,,0,,
POINT (-85.761339999562 33.813700000366),901,-85.76134,33.8137,AL00247,2019AL00247,Jacksonville,AL,"Jacksonville, AL",2019,201912,,0,,1,1,Veoride (multi-city: Anniston; Jacksonville; Oxford AL),0,0,,Dockless only,33.8137,-85.76134,01015,,,,,,,,Jan-19 (Veoride (multi-city: Anniston; Jacksonville; Oxford AL)),Nov-19 (Veoride (multi-city: Anniston; Jacksonville; Oxford AL)),0,0,,,,1,Veoride (multi-city: Anniston; Jacksonville; Oxford AL),,0,,
POINT (-76.858200000112 39.215599999854),316,-76.8582,39.2156,MD00124,2018MD00124,Columbia,MD,"Columbia, MD",2018,201812,141,4,Howard County Bikeshare,0,0,,0,0,,Docked only,39.2156,-76.8582,24027,"Serves Columbia and Ellicot City, MD (Howard County Bikeshare)",,,Jul-17 (Howard County Bikeshare),Feb-22 (Howard County Bikeshare),,,,,9,9,0.1278046,Howard County Bikeshare,,0,,,0,,
POINT (-111.651819999621 35.198699999684),821,-111.65182,35.1987,AZ004,2018AZ004,Flagstaff,AZ,"Flagstaff, AZ",2018,201812,,0,,1,1,Spin,0,0,,Dockless only,35.1987,-111.65182,04005,,6-month pilot (Spin),,,,,,Feb-18 (Spin),Aug-18 (Spin),0,0,,,,1,Spin,,0,,
POINT (-83.046599999886 42.33150000002),506,-83.0466,42.3315,MI00128,2020MI00128,Detroit,MI,"Detroit, MI",2020,202012,101,4,Mo Go,0,0,,4,4,"Bird, Boaz Bikes, Lime, Spin",Docked and e-scooters,42.3315,-83.0466,26163,,,,May-17 (Mo Go),,"Jul-18 (Bird), May-19 (Boaz Bikes), Aug-18 (Lime), Nov-18 (Spin)","Jan-22 (Boaz Bikes), Dec-22 (Spin)",,,75,75,1.1790599,Mo Go,,0,,,4,"Bird, Boaz Bikes, Lime, Spin",
POINT (-75.600990000293 38.365999999803),1441,-75.60099,38.366,MD00121,2022MD00121,Salisbury,MD,"Salisbury, MD",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,38.366,-75.60099,24045,,,,,,May-21 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-104.984859999972 39.739199999776),82,-104.98486,39.7392,CO0042,2016CO0042,Denver,CO,"Denver, CO",2016,201612,7,4,Denver B-cycle,0,0,,0,0,,Docked only,39.7392,-104.98486,08031,,,,Apr-10 (Denver B-cycle),Jun-20 (Denver B-cycle),,,,,89,89,1.82302335,Denver B-cycle,,0,,,0,,
POINT (-71.55228000002 42.345899999876),417,-71.55228,42.3459,MA00103,2019MA00103,Marlborough,MA,"Marlborough, MA",2019,201912,132,4,"City of Marlborough, MA",0,0,,0,0,,Docked only,42.3459,-71.55228,25017,,,,"Aug-17 (City of Marlborough, MA)","Jun-20 (City of Marlborough, MA)",,,,,6,6,0.08800235,"City of Marlborough, MA",,0,,,0,,
POINT (-81.693440000442 41.505099999783),749,-81.69344,41.5051,OH00165,2019OH00165,Cleveland,OH,"Cleveland, OH",2019,201912,79,4,UH Bikes,0,0,,5,4,"Bird, Lime, Spin, Veoride, Spin",Docked and e-scooters,41.5051,-81.69344,39035,Dock count is from previous year,,,Sep-16 (UH Bikes),Nov-19 (UH Bikes),"Sep-19 (Bird), Sep-19 (Lime), Sep-19 (Spin), Sep-19 (Veoride), Jul-19 (Spin)","Jan-20 (Spin), Mar-20 (Veoride), Dec-22 (Spin)",,,36,36,0.52801408,UH Bikes,,0,,,5,"Bird, Lime, Spin, Veoride, Spin",
POINT (-74.199580000227 40.433099999962),960,-74.19958,40.4331,NJ00150,2019NJ00150,Keyport,NJ,"Keyport, NJ",2019,201912,,0,,1,1,LimeBike,0,0,,Dockless only,40.4331,-74.19958,34025,,,,,,,,Jul-18 (LimeBike),Nov-19 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-83.731220000004 42.268100000152),213,-83.73122,42.2681,MI00125,2017MI00125,Ann Arbor,MI,"Ann Arbor, MI",2017,201712,4,4,arborbike,0,0,,0,0,,Docked only,42.2681,-83.73122,26161,,,,Sep-14 (arborbike),Jan-19 (arborbike),,,,,13,13,0.21200261,arborbike,,0,,,0,,
POINT (-89.887649999964 46.13489999998),675,-89.88765,46.1349,WI00238,2022WI00238,Manitowish Waters,WI,"Manitowish Waters, WI",2022,202212,156,2,River's Edge B-cycle,0,0,,0,0,,Docked only,46.1349,-89.88765,55125,,,,Aug-21 (River's Edge B-cycle),,,,,,1,1,0.01178967,River's Edge B-cycle,,0,,,0,,
POINT (-124.163669999784 40.802000000003),1555,-124.16367,40.802,CA00333,2023CA00333,Eureka,CA,"Eureka, CA",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,40.802,-124.16367,06023,,,,,,May-22 (Bird),Feb-23 (Bird),,,0,0,,,,0,,,0,,
POINT (-111.83147000033 33.415099999667),822,-111.83147,33.4151,AZ005,2018AZ005,Mesa,AZ,"Mesa, AZ",2018,201812,,0,,2,2,"LimeBike, Ofo",0,0,,Dockless only,33.4151,-111.83147,04013,,,,,,,,"Nov-17 (LimeBike), Feb-18 (Ofo)","Jan-20 (LimeBike), Jul-18 (Ofo)",0,0,,,,2,"LimeBike, Ofo",,0,,
POINT (-85.138600000429 41.078999999869),928,-85.1386,41.079,IN00233,2019IN00233,Fort Wayne,IN,"Fort Wayne, IN",2019,201912,,0,,1,1,Veoride,1,1,Veoride,Dockless and e-scooters,41.079,-85.1386,18003,,,,,,Sep-19 (Veoride),,Sep-19 (Veoride),,0,0,,,,1,Veoride,,1,Veoride,
POINT (-92.583389999865 40.19480000028),1340,-92.58339,40.1948,MO001370,2021MO001370,Kirksville,MO,"Kirksville, MO",2021,202112,,0,,0,0,,1,1,Bird,E-scooters only,40.1948,-92.58339,29001,,,,,,May-21 (Bird),Jan-22 (Bird),,,0,0,,,,0,,,1,Bird,
POINT (-71.316169999762 42.633399999788),945,-71.31617,42.6334,MA00237,2019MA00237,Lowell,MA,"Lowell, MA",2019,201912,,0,,1,1,Veoride,0,0,,Dockless only,42.6334,-71.31617,25017,,,,,,,,Apr-19 (Veoride),Dec-19 (Veoride),0,0,,,,1,Veoride,,0,,
POINT (-89.216650000164 37.727400000203),1533,-89.21665,37.7274,IL0082,2022IL0082,Carbondale,IL,"Carbondale, IL",2022,202212,,0,,0,0,,0,0,,E-scooter only (campus),37.7274,-89.21665,17077,,,Southern Illinois University campus (Veo),,,Jul-22 (Veo),,,,0,0,,,,0,,,0,,Veo
POINT (-122.301410000006 37.915399999653),826,-122.30141,37.9154,CA0016,2018CA0016,El Cerrito,CA,"El Cerrito, CA",2018,201812,,0,,1,1,LimeBike,0,0,,Dockless only,37.9154,-122.30141,06013,,,,,,,,Jan-18 (LimeBike),Jul-18 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-83.949030000097 43.419999999828),1465,-83.94903,43.42,MN00147,2022MN00147,Saginaw,MI,"Saginaw, MI",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,43.42,-83.94903,26145,,,,,,Apr-21 (Bird),Jan-22 (Bird),,,0,0,,,,0,,,0,,
POINT (-78.476670000433 38.029300000338),1228,-78.47667,38.0293,VA00216,2019VA00216,Charlottesville,VA,"Charlottesville, VA",2019,201912,,0,,0,0,,1,1,Lime,E-scooters only,38.0293,-78.47667,51540,,,,,,Dec-18 (Lime),Dec-19 (Lime),,,0,0,,,,0,,,1,Lime,
POINT (-111.849160000401 40.387999999703),1516,-111.84916,40.388,UT00213,2022UT00213,Lehi,UT,"Lehi, UT",2022,202212,,0,,0,0,,1,1,Lime,E-scooters only,40.388,-111.84916,49049,,,,,,Jun-20 (Lime),Jan-22 (Lime),,,0,0,,,,0,,,0,,
POINT (-117.423510000369 47.657099999934),976,-117.42351,47.6571,WA00226,2019WA00226,Spokane,WA,"Spokane, WA",2019,201912,,0,,1,1,Lime,1,1,Lime,Dockless and e-scooters,47.6571,-117.42351,53063,,,,,,Sep-18 (Lime),Nov-22 (Lime),Sep-18 (Lime),,0,0,,,,1,Lime,,1,Lime,
POINT (-100.78372999958 46.808300000066),702,-100.78373,46.8083,ND00145,2023ND00145,Bismarck,ND,"Bismarck, ND",2023,202312,163,3,BisParks,0,0,,0,0,,Docked only,46.8083,-100.78373,38015,,,,Aug-22 (BisParks),,,,,,4,4,0.04547522,BisParks,,0,,,0,,
POINT (-76.260230000198 36.896800000333),1117,-76.26023,36.8968,VA00219,2022VA00219,Norfolk,VA,"Norfolk, VA",2022,202212,,0,,1,1,Lime,1,1,Lime,Dockless and e-scooters,36.8968,-76.26023,51710,,,,,,Jun-19 (Lime),,Jun-21 (Lime),,0,0,,,,1,Lime,,1,Lime,
POINT (-105.101920000042 40.167200000044),282,-105.10192,40.1672,CO0045,2018CO0045,Longmont,CO,"Longmont, CO",2018,201812,90,4,Longmont,0,0,,0,0,,Docked only,40.1672,-105.10192,08013,,,,Apr-17 (Longmont),Jun-20 (Longmont),,,,,10,10,0.14200511,Longmont,,0,,,0,,
POINT (-121.530230000095 38.580400000081),1084,-121.53023,38.5804,CA0038,2022CA0038,West Sacramento,CA,"West Sacramento, CA",2022,202212,,0,,1,1,Lime,4,4,"Lime, Bird, Razor, Spin",Dockless and e-scooters,38.5804,-121.53023,06113,,,,,,"Aug-20 (Lime), Dec-20 (Bird), Jan-21 (Razor), Oct-20 (Spin)","Jan-22 (Razor), Jan-22 (Spin)",Aug-20 (Lime),,0,0,,,,1,Lime,,2,"Lime, Bird",
POINT (-85.30947999965 35.045700000139),659,-85.30948,35.0457,TN00189,2022TN00189,Chattanooga,TN,"Chattanooga, TN",2022,202212,54,4,Bike Chattanooga,0,0,,0,0,,Docked only,35.0457,-85.30948,47065,,,,Jul-12 (Bike Chattanooga),,,,,,42,42,0.49516623,Bike Chattanooga,,0,,,0,,
POINT (-81.379000000307 28.542100000142),182,-81.379,28.5421,FL0061,2017FL0061,Orlando,FL,"Orlando, FL",2017,201712,32,4,Juice,0,0,,0,0,,Docked only,28.5421,-81.379,12095,,,,Jan-15 (Juice),Mar-19 (Juice),,,,,37,37,0.60339204,Juice,,0,,,0,,
POINT (-88.239709999586 40.126099999695),849,-88.23971,40.1261,IL00245,2018IL00245,Champaign-Urbana,IL,"Champaign-Urbana, IL",2018,201812,,0,,1,1,Veoride,0,0,,Dockless only,40.1261,-88.23971,17019,,Additionally piloted on University of Illinois campus May to Aug 2023 (Veoride),,,,,,Sep-18 (Veoride),,0,0,,,,1,Veoride,,0,,
POINT (-119.856209999895 34.411500000284),1402,-119.85621,34.4115,CA00171,2022CA00171,Isla Vista,CA,"Isla Vista, CA",2022,202212,,0,,0,0,,1,1,Lime,E-scooters only,34.4115,-119.85621,06083,,,,,,Sep-18 (Lime),,,,0,0,,,,0,,,1,Lime,
POINT (-93.604660000202 41.591000000064),565,-93.60466,41.591,IA0073,2021IA0073,Des Moines,IA,"Des Moines, IA",2021,202112,14,4,Des Moines B-cycle,0,0,,0,0,,Docked only,41.591,-93.60466,19153,,,,Sep-10 (Des Moines B-cycle),,,,,,26,26,0.34889962,Des Moines B-cycle,,0,,,0,,
POINT (-104.825339999715 38.833899999793),1134,-104.82534,38.8339,CO00232,2023CO00232,Colorado Springs,CO,"Colorado Springs, CO",2023,202312,,0,,1,1,PikeRide,1,1,Lime,Dockless and e-scooters,38.8339,-104.82534,08041,,,,,,Oct-21 (Lime),,Jun-18 (PikeRide),,0,0,,,,1,PikeRide,,1,Lime,
POINT (-85.076609999839 33.57999999989),292,-85.07661,33.58,GA0067,2018GA0067,Carrollton,GA,"Carrollton, GA",2018,201812,91,4,Carrollton,0,0,,0,0,,Docked only,33.58,-85.07661,13045,,,,Feb-17 (Carrollton),Jun-20 (Carrollton),,,,,11,11,0.15620562,Carrollton,,0,,,0,,
POINT (-84.472159999929 42.732000000039),1638,-84.47216,42.732,MI001280,2023MI001280,East Lansing,MI,"East Lansing, MI",2023,202312,,0,,0,0,,0,0,,E-scooter only (campus),42.732,-84.47216,26065,,,Michigan State University campus (Spin),,,Apr-21 (Spin),,,,0,0,,,,0,,,0,,Spin
POINT (-84.514739999767 33.883799999916),20,-84.51474,33.8838,GA0070,2015GA0070,Smyrna,GA,"Smyrna, GA",2015,201512,70,3,Smyrna Bike Share,0,0,,0,0,,Docked only,33.8838,-84.51474,13067,,,,Sep-15 (Smyrna Bike Share),May-20 (Smyrna Bike Share),,,,,3,3,0.08896797,Smyrna Bike Share,,0,,,0,,
POINT (-118.388039999877 46.049100000054),1527,-118.38804,46.0491,WA00232,2022WA00232,College Place,WA,"College Place, WA",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,46.0491,-118.38804,53071,,,Agreement to Jan 2024 (Bird),,,May-21 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-73.21290000001 44.476000000098),372,-73.2129,44.476,VT00223,2018VT00223,Burlington,VT,"Burlington, VT",2018,201812,114,4,Greenride,0,0,,0,0,,Docked only,44.476,-73.2129,50007,,,,Apr-18 (Greenride),Jul-22 (Greenride),,,,,16,16,0.22720818,Greenride,,0,,,0,,
POINT (-119.984340000296 38.933199999881),801,-119.98434,38.9332,CA0034,2017CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA",2017,201712,,0,,1,1,LimeBike,0,0,,Dockless only,38.9332,-119.98434,06017,,,,,,,,Jul-17 (LimeBike),Sep-18 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-82.398479999643 34.851300000318),138,-82.39848,34.8513,SC00185,2016SC00185,Greenville,SC,"Greenville, SC",2016,201612,44,4,Greenville B-cycle,0,0,,0,0,,Docked only,34.8513,-82.39848,45045,closed fall of 2019 then re-launched end of 2020/early 2021 (Greenville B-cycle),,,Mar-13 (Greenville B-cycle),Jan-19 (Greenville B-cycle),,,,,9,9,0.18435068,Greenville B-cycle,,0,,,0,,
POINT (-85.182419999652 42.3192000001),318,-85.18242,42.3192,MI00126,2018MI00126,Battle Creek,MI,"Battle Creek, MI",2018,201812,49,3,Battle Creek B-cycle,0,0,,0,0,,Docked only,42.3192,-85.18242,26025,Suspended due to COVID-19 in 2020; remained suspended in 2021 as of 08/2021 (Battle Creek B-cycle),,,Aug-13 (Battle Creek B-cycle),Mar-20 (Battle Creek B-cycle),,,,,3,3,0.04260153,Battle Creek B-cycle,,0,,,0,,
POINT (-92.46300999988 44.02340000004),1021,-92.46301,44.0234,MN00134,2020MN00134,Rochester,MN,"Rochester, MN",2020,202012,,0,,1,1,Lime,1,1,Lime,Dockless and e-scooters,44.0234,-92.46301,27109,,,Paused during COVID-19; launched in June-2020 (Lime),,,Aug-19 (Lime),,Jun-20 (Lime),,0,0,,,,1,Lime,,1,Lime,
POINT (-119.190360000297 34.170999999639),1553,-119.19036,34.171,CA00331,2023CA00331,Redwood,CA,"Redwood, CA",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,34.171,-119.19036,06111,,,,,,Jul-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-122.439870000048 47.24899999973),1525,-122.43987,47.249,WA00227,2022WA00227,Tacoma,WA,"Tacoma, WA",2022,202212,,0,,0,0,,1,1,Razor,E-scooters only,47.249,-122.43987,53053,,,,,,May-21 (Razor),,,,0,0,,,,0,,,1,Razor,
POINT (-71.064179999627 42.456400000008),936,-71.06418,42.4564,MA00105,2019MA00105,Melrose,MA,"Melrose, MA",2019,201912,,0,,1,1,LimeBike,0,0,,Dockless only,42.4564,-71.06418,25017,,,,,,,,Jun-18 (LimeBike),Jan-20 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-73.782630000103 40.911499999672),1157,-73.78263,40.9115,NY001590,2023NY001590,New Rochelle,NY,"New Rochelle, NY",2023,202312,,0,,1,1,Veo,1,1,Veo,Dockless and e-scooters,40.9115,-73.78263,36119,,,,,,Jun-21 (Veo),,Jun-21 (Veo),,0,0,,,,1,Veo,,1,Veo,
POINT (-122.674190000204 45.520200000204),525,-122.67419,45.5202,OR00179,2020OR00179,Portland,OR,"Portland, OR",2020,202012,74,4,BikeTown Portland,0,0,,6,4,"Bird, Bolt, Lime, Razor, Shared, Spin",Docked and e-scooters,45.5202,-122.67419,41051,Acquired by Lyft 07/2018 (BikeTown Portland),,pilot program (Razor),Jul-16 (BikeTown Portland),,"Jul-18 (Bird), Apr-19 (Bolt), Apr-19 (Lime), Jun-19 (Razor), Jun-19 (Shared), Apr-19 (Spin)","Jul-22 (Bolt), Jul-05 (Razor), Feb-20 (Shared)",,,158,158,2.48388618,BikeTown Portland,,0,,,4,"Bird, Bolt, Lime, Spin",
POINT (-97.940580000019 29.882599999949),971,-97.94058,29.8826,TX00242,2019TX00242,San Marcos,TX,"San Marcos, TX",2019,201912,,0,,1,1,Veoride,0,0,,Dockless only,29.8826,-97.94058,48209,,,,,,,,Sep-18 (Veoride),Aug-20 (Veoride),0,0,,,,1,Veoride,,0,,
POINT (-77.312230000068 39.183999999939),772,-77.31223,39.184,MD00118,2020MD00118,Boyds,MD,"Boyds, MD",2020,202012,134,2,Montgomery Parks,0,0,,0,0,,Docked only,39.184,-77.31223,24031,Dock count is from previous year,,,Aug-17 (Montgomery Parks),Jun-20 (Montgomery Parks),,,,,2,0,0.0314416,,,0,,,0,,
POINT (-88.462599999559 44.185799999838),1530,-88.4626,44.1858,WI00234,2022WI00234,Neenah,WI,"Neenah, WI",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,44.1858,-88.4626,55139,,,,,,Apr-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-94.071280000256 33.442400000369),1509,-94.07128,33.4424,TX00207,2022TX00207,Texarkana,TX,"Texarkana, TX",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,33.4424,-94.07128,48037,,,,,,Sep-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-71.058289999634 42.360199999732),637,-71.05829,42.3602,MA0098,2022MA0098,Boston,MA,"Boston, MA",2022,202212,1,4,Hubway (03/2018 re-launched as Blue Bikes),0,0,,0,0,,Docked only,42.3602,-71.05829,25025,,,Acquired by Helbiz Nov-2022. University of Massachusetts campus (Wheels (acquired by Helbiz 11/2022)).,Jul-11 (Hubway (03/2018 re-launched as Blue Bikes)),,Nov-21 (Wheels (acquired by Helbiz 11/2022)),Nov-22 (Wheels (acquired by Helbiz 11/2022)),,,434,434,5.11671776,Hubway (03/2018 re-launched as Blue Bikes),,0,,,0,,Wheels (acquired by Helbiz 11/2022)
POINT (-104.917869999866 38.858500000221),1045,-104.91787,38.8585,CO00450,2021CO00450,Manitou Springs,CO,"Manitou Springs, CO",2021,202112,,0,,1,1,PikeRide,0,0,,Dockless only,38.8585,-104.91787,08041,,,,,,,,Nov-21 (PikeRide),,0,0,,,,1,PikeRide,,0,,
POINT (-122.34773999993 37.935699999859),617,-122.34774,37.9357,CA00251,2022CA00251,Richmond,CA,"Richmond, CA",2022,202212,"150, 150",4,"Gotcha (ended Jul-2022 and re-launched in Sep-2022 as LEAP), LEAP",0,0,,0,0,,Docked only,37.9357,-122.34774,06013,Replaced Gotcha system. No bikes shown as being available in June 2023. (LEAP),,,"Jun-21 (Gotcha (ended Jul-2022 and re-launched in Sep-2022 as LEAP)), Sep-22 (LEAP)","Jul-22 (Gotcha (ended Jul-2022 and re-launched in Sep-2022 as LEAP)), Jan-22 (LEAP)",,,,,36,36,0.4244282,Gotcha (ended Jul-2022 and re-launched in Sep-2022 as LEAP),,0,,,0,,
POINT (-95.992910000319 36.15560000007),448,-95.99291,36.1556,OK00175,2019OK00175,Tulsa,OK,"Tulsa, OK",2019,201912,"62, 123",4,"Townies, This Machine Tulsa",0,0,,2,2,"Bird, Lime",Docked and e-scooters,36.1556,-95.99291,40143,Suspended due to COVID-19 in 2020; remained suspended in 2021 as of 08/2021 (Townies),,,"Aug-07 (Townies), Jul-18 (This Machine Tulsa)",Mar-20 (Townies),"Oct-18 (Bird), Oct-18 (Lime)",Feb-19 (Bird),,,39,39,0.57201525,"Townies, This Machine Tulsa",,0,,,1,Lime,
POINT (-114.315320000268 43.519600000295),23,-114.31532,43.5196,ID0076,2015ID0076,Hailey,ID,"Hailey, ID",2015,201512,35,4,MR Bike Share,0,0,,0,0,,Docked only,43.5196,-114.31532,16013,,,,May-13 (MR Bike Share),Jun-19 (MR Bike Share),,,,,45,45,1.33451957,MR Bike Share,,0,,,0,,
POINT (-74.032369999827 40.743300000091),120,-74.03237,40.7433,NJ00149,2016NJ00149,Hoboken,NJ,"Hoboken, NJ",2016,201612,2,4,Hudson Bike Share (now part of CitiBike),0,0,,0,0,,Docked only,40.7433,-74.03237,34017,,,,Oct-15 (Hudson Bike Share (now part of CitiBike)),May-21 (Hudson Bike Share (now part of CitiBike)),,,,,31,31,0.63498566,Hudson Bike Share (now part of CitiBike),,0,,,0,,
POINT (-84.247210000413 43.615500000179),1328,-84.24721,43.6155,MI0080,2021MI0080,Midland,MI,"Midland, MI",2021,202112,,0,,0,0,,1,1,Bird,E-scooters only,43.6155,-84.24721,26111,,,,,,Apr-21 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-101.845192999976 33.584180000225),1193,-101.845193,33.58418,TX00202,2018TX00202,Lubbock,TX,"Lubbock, TX",2018,201812,,0,,0,0,,1,1,Lime,E-scooters only,33.58418,-101.845193,48303,,,,,,Nov-18 (Lime),Feb-20 (Lime),,,0,0,,,,0,,,1,Lime,
POINT (-80.143370000387 26.122299999739),626,-80.14337,26.1223,FL0050,2022FL0050,Fort Lauderdale,FL,"Fort Lauderdale, FL",2022,202212,12,4,Broward B-cycle,0,0,,0,0,,Docked only,26.1223,-80.14337,12011,,,,Dec-11 (Broward B-cycle),,,,,,21,21,0.24758312,Broward B-cycle,,0,,,0,,
POINT (-92.411289999555 41.019999999979),1429,-92.41129,41.02,IA0074,2022IA0074,Ottumwa,IA,"Ottumwa, IA",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,41.02,-92.41129,19179,,,1-year contract. Does not appear to have been renewed. (Bird),,,Jul-21 (Bird),Jan-22 (Bird),,,0,0,,,,0,,,0,,
POINT (-86.802429999831 33.520600000208),741,-86.80243,33.5206,AL001,2019AL001,Birmingham,AL,"Birmingham, AL",2019,201912,63,4,Zyp BikeShare,0,0,,0,0,,Docked only,33.5206,-86.80243,01073,Dock count is from previous year,,,Oct-15 (Zyp BikeShare),Dec-19 (Zyp BikeShare),,,,,37,37,0.54268114,Zyp BikeShare,,0,,,0,,
POINT (-95.992910000319 36.15560000007),131,-95.99291,36.1556,OK00175,2016OK00175,Tulsa,OK,"Tulsa, OK",2016,201612,62,3,Townies,0,0,,0,0,,Docked only,36.1556,-95.99291,40143,Suspended due to COVID-19 in 2020; remained suspended in 2021 as of 08/2021 (Townies),,,Aug-07 (Townies),Mar-20 (Townies),,,,,3,3,0.06145023,Townies,,0,,,0,,
POINT (-80.19282000021 25.863099999726),842,-80.19282,25.8631,FL0057,2018FL0057,Miami Shores,FL,"Miami Shores, FL",2018,201812,,0,,1,1,LimeBike,0,0,,Dockless only,25.8631,-80.19282,12086,,,,,,,,Oct-17 (LimeBike),Jan-19 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-122.271349999945 37.804399999904),680,-122.27135,37.8044,CA0023,2023CA0023,Oakland,CA,"Oakland, CA",2023,202312,42,4,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019),0,0,,4,4,"LINK, Veo, Lime, Veo",Docked and e-scooters,37.8044,-122.27135,06001,Docked bikeshare station count if for entire system. (Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)),,relaunched (Lime),Jun-17 (Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)),,"Nov-20 (LINK), Nov-20 (Veo), Jan-22 (Lime), May-22 (Veo)",,,,1034,1034,11.75534334,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019),,0,,,4,"LINK, Veo, Lime, Veo",
POINT (-75.16351999973 39.952699999956),526,-75.16352,39.9527,PA00181,2020PA00181,Philadelphia,PA,"Philadelphia, PA",2020,202012,43,4,Inde'go,0,0,,0,0,,Docked only,39.9527,-75.16352,42101,,,,Apr-15 (Inde'go),,,,,,138,138,2.16947021,Inde'go,,0,,,0,,
POINT (-96.707770000422 40.808799999897),511,-96.70777,40.8088,NE00145,2020NE00145,Lincoln,NE,"Lincoln, NE",2020,202012,120,4,BikeLNK,0,0,,2,2,"Lime, Bird",Docked and e-scooters,40.8088,-96.70777,31109,,,"16 month pilot then official program began Oct-2022 (Lime), 16 month pilot then official program began Oct-2022 (Bird)",Apr-18 (BikeLNK),,"Sep-20 (Lime), Sep-20 (Bird)",,,,21,21,0.33013677,BikeLNK,,0,,,2,"Lime, Bird",
POINT (-85.138600000429 41.078999999869),1143,-85.1386,41.079,IN00233,2023IN00233,Fort Wayne,IN,"Fort Wayne, IN",2023,202312,,0,,1,1,Veoride,1,1,Veoride,Dockless and e-scooters,41.079,-85.1386,18003,,,,,,Sep-19 (Veoride),,Sep-19 (Veoride),,0,0,,,,1,Veoride,,1,Veoride,
POINT (-81.518479999626 41.08300000031),1538,-81.51848,41.083,OH00162,2022OH00162,Akron,OH,"Akron, OH",2022,202212,,0,,0,0,,0,0,,E-scooter only (campus),41.083,-81.51848,39153,,,University of Akron campus (Spin),,,Sep-20 (Spin),,,,0,0,,,,0,,,0,,Spin
POINT (-94.578140000225 39.100100000243),116,-94.57814,39.1001,MO00137,2016MO00137,Kansas City,MO,"Kansas City, MO",2016,201612,18,4,Kansas City B-cycle,0,0,,0,0,,Docked only,39.1001,-94.57814,29095,,,,Jul-12 (Kansas City B-cycle),Dec-20 (Kansas City B-cycle),,,,,33,33,0.67595248,Kansas City B-cycle,,0,,,0,,
POINT (-78.900909999767 35.99699999984),957,-78.90091,35.997,NC00140,2019NC00140,Durham,NC,"Durham, NC",2019,201912,,0,,1,1,Spin,3,3,"Bird, Lime, Spin",Dockless and e-scooters,35.997,-78.90091,37063,,,,,,"Jun-19 (Bird), Sep-18 (Lime), Jun-19 (Spin)",Jan-20 (Lime),Nov-17 (Spin),Feb-19 (Spin),0,0,,,,0,,,3,"Bird, Lime, Spin",
